title,link,price,Img,Description,Bottle Size,Alcohol/Vol:,Made In:,By:,Sugar Content:,Sweetness Descriptor:,Style:,Varietal:,Release Date:,This is a VQA wine,This is a Kosher product.
Robert Mondavi Fumé Blanc,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/white-wine-14002/robert-mondavi-fum%C3%A9-blanc-221887,$29.95,/content/dam/lcbo/products/221887.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This iconic Napa expression is intense with a rich mouthfeel. It features toast, vanilla and roasted fruit tones along with ripe, bright apple, melon, lemon zest and tropical notes. The addition of roughly 15% Semillon adds a gorgeous silkiness to the texture. An intriguing classic, it will have good versatility at the dinner table and will work equally well with turkey dinner or grilled fish.",750 mL bottle,13.9%,"California, USA",Constellation Brands Inc. (Us),2 g/L,XD - Extra Dry,Aromatic & Flavourful,Sauvignon Blanc/Sémillon,"April 1, 2021",,
Fielding Pinot Grigio  VQA,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/fielding-pinot-grigio-vqa-223610,$16.95,/content/dam/lcbo/products/223610.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Very pale straw; grapefruit, herbal, spice, mushrooms and melon aromas; extra dry and medium-bodied with grapefruit, herbs, savory and melon flavours; well balanced with a touch of spice on the finish.",750 mL bottle,12.5%,"Ontario, Canada",Fielding Estate Winery,5 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,,,
Pelee Pebbles Vidal Hibernal,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/pelee-pebbles-vidal-hibernal-226969,$15.10,/content/dam/lcbo/products/226969.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Straw yellow colour; mango, honeydew melon, honey, herbal and waxy aromas; medium acidity, dry, medium bodied; mango, melon, honey and herbal flavours.",1500 mL bottle,12.5%,"Ontario, Canada",Pelee Island Vineyard Inc.,10 g/L,D - Dry,Off-dry & Fruity,Blend,,,
Folonari Pinot Grigio Delle Venezie DOC,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/white-wine-14002/folonari-pinot-grigio-delle-venezie-doc-229542,$13.80,/content/dam/lcbo/products/229542.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Made in stainless steel tanks to preserve and accentuate its fresh character. Pale lemon colour, with inviting aromas of bread dough, nuts, citrus and light floral notes. Juicy on the palate with fresh fruit flavours matched by balanced acidity and hints of minerality that lead to a clean finish.",750 mL bottle,12%,"Veneto, Italy",Folonari S.P.A.,5 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,,,
Cono Sur Chardonnay Organic,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/cono-sur-chardonnay-organic-230565,$13.95,/content/dam/lcbo/products/230565.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A ripe and mellow style of Chardonnay; look for aromas of honey, floral notes, yellow pear, spice and yellow melon. The palate is medium-bodied with flavours of honey, pear and melon followed by a clean and fresh finish.",750 mL bottle,13.5%,Chile,Vina Cono Sur,5 g/L,XD - Extra Dry,Light & Crisp,Chardonnay,,,
Cupcake Chardonnay,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/cupcake-chardonnay-230821,$15.95,/content/dam/lcbo/products/230821.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Golden yellow colour; lifted aromas of smoky oak, yellow melon and spice; ripe, medium-bodied with a soft mouthfeel and soft balanced acidity; smoky vanilla oak notes, melon and spice flavours leading to a medium-long, balanced finish.",750 mL bottle,14%,"California, USA",Cupcake Vineyards,7 g/L,D - Dry,Full-bodied & Rich,Chardonnay,,,
Bartenura Moscato,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/bartenura-moscato-231779,$18.80,/content/dam/lcbo/products/231779.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Bartenura Moscato in its eye-catching blue bottle is slightly effervescent or 'frizzante' with notes of wildflowers, ripe melons and honey followed by flavors of pear, nectarines and apricot.Serve chilled, Bartenura Moscato is perfect on its own as an aperitif or enjoyed with spicy entrees.",750 mL bottle,5%,"Lombardy, Italy",Royal Wines,110 g/L,S - Sweet,Off-dry & Fruity,Moscato,,,
Vineland Estates Semi-Dry Riesling VQA,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/vineland-estates-semi-dry-riesling-vqa-232033,$14.95,/content/dam/lcbo/products/232033.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Medium straw colour; delicate pear, floral, minerally, quince and pine nuts aromas; pear, quince and nutty flavours; medium-bodied, off-dry with fresh medium acidity.",750 mL bottle,9%,"Ontario, Canada",Vineland Estate Wines Limited,42 g/L,MS - Medium Sweet,Light & Crisp,Riesling,,,
Hob Nob Chardonnay Pays d'Oc,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/hob-nob-chardonnay-pays-doc-232710,$12.30,/content/dam/lcbo/products/232710.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Pale gold colour; yellow pear, nuts, minerally, spicy and honey aromas; dry, medium body; round yellow fruit flavours with toasty oak finish.",750 mL bottle,13.5%,"South of France, France",George Duboeuf,8 g/L,D - Dry,Aromatic & Flavourful,Chardonnay,,,
Cave Spring Riesling Dry VQA,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/cave-spring-riesling-dry-vqa-233635,$15.95,/content/dam/lcbo/products/233635.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Pale yellow colour; fresh lime and its blossoms, starfruit and mint on the nose with nutty/waxy notes; extra dry, medium bodied, clean, citrus flavours with refreshing acidity and finish.",750 mL bottle,11.5%,Canada,Cave Spring Cellars Ltd,10 g/L,D - Dry,Light & Crisp,Riesling,,,
Schmitt Sohne Mosel Gold Riesling,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/schmitt-sohne-mosel-gold-riesling-233726,$8.95,/content/dam/lcbo/products/233726.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Available only in Canada, this wine comes from Germany's Mosel region where Schmitt Sohne has been making expressive, flavourful wine for over 200 years. Medium sweetness enhances floral, smoky, citrus and peach flavours, and balanced acidity ensures a lively finish. Serve with smoked meats, seafood or your favourite curry.",750 mL bottle,9.5%,"Mosel, Germany",H. Schmitt Soehne,33 g/L,M - Medium,Light & Crisp,Riesling,,,
Barefoot Moscato,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/barefoot-moscato-234351,$10.95,/content/dam/lcbo/products/234351.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A crowd pleaser. Delightfully perfumed and floral, soft, sweet and low in alcohol - it's easy to enjoy. Shows irresistible aromas of ripe pear, peach and orange blossom with a touch of honey and honeydew melon. The palate is sweet with balanced lemony acidity, leading to flavours of exotic fruit compote with a citrus twist.",750 mL bottle,9%,"California, USA",E. & J. Gallo Winery,72 g/L,S - Sweet,Off-dry & Fruity,Moscato,,,
Carlo Rossi California White,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/carlo-rossi-california-white-234666,$28.80,/content/dam/lcbo/products/234666.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Pale straw colour; pleasantly floral with a pear drop candy note; clean poached pear, honey and cantaloupe flavours.",3000 mL bottle,10.5%,USA,E. & J. Gallo Winery,19 g/L,M - Medium,Light & Crisp,Blend,,,
Goats do Roam White,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/goats-do-roam-white-237313,$12.45,/content/dam/lcbo/products/237313.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Light lemon yellow colour; floral aromas of honey, herb and citrus; extra dry, medium-bodied with soft acidity; honey, herb and citrus flavours with a touch of spice into the medium, balanced finish.",750 mL bottle,13.5%,South Africa,Fairview Trust,4 g/L,XD - Extra Dry,Aromatic & Flavourful,Blend,,,
Liebfraumilch Drathen Qualitatswein Rheinhessen,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/liebfraumilch-drathen-qualitatswein-rheinhessen-238048,$15.90,/content/dam/lcbo/products/238048.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Liebfraumilch is a semi-dry light white wine from the Rhine region of Germany. Produced mostly for export, the Liebfraumilch name derives from The Church of Our Lady Monastery in Worms, Germany. Aromas and flavours of pear, cantaloupe and a touch of minerality and spice lead to a crisp finish. Pair with curry dishes.",1500 mL bottle,9.5%,"Rheinhessen, Germany",Ewald Theod. Drathen Kg,39 g/L,MS - Medium Sweet,Off-dry & Fruity,Blend,,,
Kourtakis Apelia Moschofilero White Peloponnese IGP,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/kourtakis-apelia-moschofilero-white-peloponnese-igp-239863,$12.05,/content/dam/lcbo/products/239863.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Clear, pale lemon; aromas of citrus, herbs with floral, minerally and mushroomy notes; extra-dry, medium in body, flavours are dominated by citrus and mineral notes, balanced acidity and a clean finish.",1000 mL bottle,12.5%,"Peloponnese, Greece",D. Kourtakis S.A.,2 g/L,XD - Extra Dry,Light & Crisp,Moschofilero,,,
Chapoutier Belleruche CdRhone White AOC,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/chapoutier-belleruche-cdrhone-white-aoc-245340,$16.80,/content/dam/lcbo/products/245340.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Very pale straw colour with aromas and flavours of grapefruit, pear, honey, red fruit and cantaloupe; bone dry and medium in body.",750 mL bottle,14%,"Rhône, France",M. Chapoutier S.A.,2 g/L,XD - Extra Dry,Aromatic & Flavourful,Grenache Blanc,,,
Cave Spring Estate Chardonnay Musqué,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/cave-spring-estate-chardonnay-musqu%C3%A9-246579,$17.95,/content/dam/lcbo/products/246579.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Fermented in stainless steel and unoaked so as to maintain every nuance of the delightful aromatics of the Chardonnay Musqué grape. This is a wine of refinement and class. Floral, yes, but it also offers bright citrus, tropical fruit, peach and a hint of vanilla. Try it with green salads or shrimp pad Thai.",750 mL bottle,13%,"Ontario, Canada",Cave Spring Cellars Ltd,2 g/L,XD - Extra Dry,Aromatic & Flavourful,Chardonnay Musqué,"April 17, 2021",,
Sawmill Creek Pinot Grigio Chardonnay,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/sawmill-creek-pinot-grigio-chardonnay-247007,$39.95,/content/dam/lcbo/products/247007.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"A refreshing blend of pinot grigio and chardonnay provide great drinking pleasure in an easy to serve format. Pale straw yellow colour. Delicate aromas of pear, melon and apple with light citrus and vanilla notes. On the palate, it is dry, light and fresh in style, with soft acidity, and flavours of apple, pear and lemon.",4000 mL bagnbox,12.5%,"Ontario, Canada","Arterra Wines Canada, Inc.",7 g/L,D - Dry,Light & Crisp,Blend,,,
Southbrook Connect Organic White VQA,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/southbrook-connect-organic-white-vqa-249078,$15.95,/content/dam/lcbo/products/249078.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The colour of straw; aromas of citrus, herbs, yeast, yellow plum and melon; extra dry with refreshing medium acidity; citrus, herbs, lees and yellow plum flavours and a refreshing finish. Vegan.",750 mL bottle,9.6%,"Ontario, Canada",Southbrook Vineyards,10 g/L,D - Dry,Light & Crisp,Vidal,,,
Brights Maria Christina White,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/brights-maria-christina-white-249805,$15.10,/content/dam/lcbo/products/249805.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Pale straw colour; floral, marzipan and fresh pastry aromas with underlying notes of citrus fruit; light to medium bodied and dry with soft fruity flavours.",1500 mL bottle,11%,Canada,"Arterra Wines Canada, Inc.",21 g/L,M - Medium,Off-dry & Fruity,Blend,,,
Henry Of Pelham Pinot Grigio VQA,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/henry-of-pelham-pinot-grigio-vqa-250217,$14.95,/content/dam/lcbo/products/250217.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Bright and sunny, this refreshing white bursts with grapefruit, fig and herbal flavours with hints of nuts and cantaloupe.",750 mL bottle,12.5%,"Ontario, Canada",Henry Of Pelham Family Est. Winery,7 g/L,D - Dry,Light & Crisp,Pinot Grigio,,,
Francois Lurton Sauvignon Blanc Bordeaux AOC,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/francois-lurton-sauvignon-blanc-bordeaux-aoc-250381,$13.85,/content/dam/lcbo/products/250381.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Very pale straw; forward aromas of gooseberry, chamomile and herbs, nuts and toast; light-medium body with refreshing acidity.",750 mL bottle,12%,"Bordeaux, France",Francois Lurton Sa,2 g/L,XD - Extra Dry,Light & Crisp,Bordeaux,,,
Banfi Principessa Gavia Gavi,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/white-wine-14002/banfi-principessa-gavia-gavi-250696,$19.95,/content/dam/lcbo/products/250696.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Legend suggests that Principessa Gavia, daughter of the King of the Franks, fell in love with a soldier and the two fled to northwest Italy to escape her disapproving father. The village and wine of Gavi are named after her. Refreshing citrus, peach and pear. A great sipper, or aperitif it will be a fine match for salads, seafood antipasti, or lighter fish dishes.",750 mL bottle,12%,"Piedmont, Italy",Banfi S.R.L.,5 g/L,D - Dry,Light & Crisp,Cortese,"April 1, 2021",,
Woodbridge By Robert Mondavi Sauvignon Blanc,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/woodbridge-by-robert-mondavi-sauvignon-blanc-258665,$24.95,/content/dam/lcbo/products/258665.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Founder Robert Mondavi was a catalyst for the American wine industry. This fruit-forward wine is a light lemon in colour, with upfront aromas and flavours of kiwi, gooseberry, citrus and herbs. Medium-bodied with a refreshingly clean finish; perfectly suited to accompany California spring salad topped with grilled chicken.",1500 mL bottle,12.5%,USA,Robert Mondavi Winery,7 g/L,XD - Extra Dry,Light & Crisp,Sauvignon Blanc,,,
G. Marquis The Silver Line Chardonnay,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/wine-14/white-wine-14002/g-marquis-the-silver-line-chardonnay-258681,$18.95,/content/dam/lcbo/products/258681.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"The Stone Road Vineyard's soil warms quickly and holds heat during the day, yet cools just as quickly at night. This assists in ripening the grapes while maintaining freshness and preventing the development of unbalanced flavours making this wine possible. A wealth of buttered toast, pineapple, peach, toast and oak spice. Perfect for grilled pork or chicken.",750 mL bottle,12.3%,"Ontario, Canada",Magnotta Winery,6 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,"April 1, 2021",,
J. Lohr Riverstone Chardonnay,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/j-lohr-riverstone-chardonnay-258699,$19.95,/content/dam/lcbo/products/258699.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"This is a super-popular Chardonnay from the coastal region of Monterey. It's bursting with banana, mango, grilled pineapple and smoke flavours. Delightful with grilled salmon steaks, butter chicken, or smoky prawns with green-mango salad.",750 mL bottle,13.5%,"California, USA",J Lohr Winery,5 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,"April 1, 2021",,
Santa Carolina Chardonnay,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/santa-carolina-chardonnay-259192,$9.45,/content/dam/lcbo/products/259192.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Light lemon colour; hazelnut, vanilla, yellow plum, toast and butter aromas and flavours with subdued yellow apple notes; extra dry, medium-bodied, with balanced acidity and a cleansing nutty finish.",750 mL bottle,12.5%,Chile,Vina Santa Carolina,7 g/L,D - Dry,Light & Crisp,Chardonnay,,,
Pondview Dragonfly Pinot Grigio VQA,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/pondview-dragonfly-pinot-grigio-vqa-260372,$16.95,/content/dam/lcbo/products/260372.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Medium-bodied with lifted citrus, nuts and biscuit flavours with a mineral streak.",750 mL bottle,13.5%,"Ontario, Canada",Pondview Estate Winery Ltd.,4 g/L,XD - Extra Dry,Light & Crisp,Pinot Grigio,,,
Sawmill Creek Riesling,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/sawmill-creek-riesling-263079,$16.95,/content/dam/lcbo/products/263079.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Pale lemon colour; aromas and flavours of citrus, with light floral and berry notes and mineral and herbal hints; extra dry with balancing acidity.",1500 mL bottle,11%,Canada,"Arterra Wines Canada, Inc.",17 g/L,D - Dry,Light & Crisp,Riesling,,,
Errazuriz Estate Series Sauvignon Blanc,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/errazuriz-estate-series-sauvignon-blanc-263574,$14.95,/content/dam/lcbo/products/263574.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Pale straw in colour, this medium bodied white has fresh grassy aromas, with lots of citrus and green apple, the citrus carries through on the palate and the finish is dry and refreshing.",750 mL bottle,13%,Chile,Vina Errazuriz S.A.,2 g/L,XD - Extra Dry,Light & Crisp,Sauvignon Blanc,,,
Jacob's Creek Moscato,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/jacobs-creek-moscato-265157,$13.45,/content/dam/lcbo/products/265157.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Since 1847, Jacob's Creek has been one of the leaders in Australia's Barossa Valley. This aromatic, lightly bubbly wine is brimming with floral and ripe pear aromas, with nutty, berry and citrus notes. Medium sweet and easy-drinking, with citrus, pear and tropical fruit flavours. Pour with fruit salad or light desserts.",750 mL bottle,7.5%,"South Australia, Australia",Jacobs Creek Wines,102 g/L,S - Sweet,Off-dry & Fruity,Moscato,,,
Adobe Reserva Sauvignon Blanc Organic,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/adobe-reserva-sauvignon-blanc-organic-266049,$13.95,/content/dam/lcbo/products/266049.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Brilliant pale yellow with a green hue; pronounced aromas of herbs, citrus, minerals, bell pepper and spice; on the palate it is light to medium bodied and fresh, with flavours of herbs, zesty lime and bell pepper on a clean and refreshing finish.",750 mL bottle,13%,"Casablanca Valley, Chile",Vinedos Emiliana S.A.,2 g/L,XD - Extra Dry,Light & Crisp,Sauvignon Blanc,,,
Henry of Pelham Estate Chardonnay,https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/white-wine-14002/henry-of-pelham-estate-chardonnay-268342,$21.95,/content/dam/lcbo/products/268342.jpg/jcr:content/renditions/cq5dam.web.319.319.jpeg,"Henry of Pelham is one of Ontario's most trusted and beloved of producers. This Chardonnay is always an elegant wine crafted to emphasize focus and precision. It features bold, ripe fruit with vanilla, smoke, buttered toast and a creamy, long mouthfeel. A refined example of Ontario's prowess with Chardonnay. Try this with grilled pork ribs or grilled lobster.",750 mL bottle,13.5%,"Ontario, Canada",Henry Of Pelham Family Est. Winery,5 g/L,XD - Extra Dry,Full-bodied & Rich,Chardonnay,"April 1, 2021",,
